Site    ,Name                                     ,Lat       ,Lon      ,Start    ,End      , Years ,  %  ,AWS
53035,BELLATA (ABERFELDIE)                     ,-29.8401,149.3207,1/1/1902,1/2/2022,120.1,100,  N
53086,BELLATA (PLAIN ACRES)                    ,-30,149.8,1/5/1968,1/10/1978,10.3,98,  N
53003,BELLATA POST OFFICE                      ,-29.9182,149.7919,1/12/1912,1/2/2022,107.6,98,  N
68196,BELLAWONGARAH                            ,-34.7667,150.6333,1/11/1903,1/12/1919,15.8,98,  N
59000,BELLBROOK (EAST STREET)                  ,-30.8141,152.5129,NA,1/3/2017,127.1,99,  N
59122,BELLBROOK (MACLEAY RIVER)                ,-30.8217,152.5067,1/1/2001,1/3/2022,20.8,98,  N
59096,BELLBROOK (NULLA NULLA CRK HMSD)         ,-30.75,152.5,1/4/1970,1/3/1974,4,100,  N
60044,BELLBROOK (NUNDLE)                       ,-31.5833,151.2667,1/8/1961,1/12/1970,9.4,100,  N
59059,BELLBROOK (WILLI WILLI)                  ,-30.95,152.4167,1/1/1959,1/3/1982,18.6,80,  N
48007,BELLENBAR (FORDS BRIDGE)                 ,-29.595,145.555,1/8/1948,1/10/1989,38.1,92,  N
74136,BELLEVUE 1                               ,-35.25,146.5,NA,1/7/1926,29.6,94,  N
59134,BELLINGEN  (HYDE STREET)                 ,-30.4523,152.9008,1/9/1992,1/1/2015,20.4,91,  N
59130,BELLINGEN (CHELSEA)                      ,-30.4211,152.8089,1/4/1982,1/12/1990,8.7,99,  N
59094,BELLINGEN (THE OBSERVATORY)              ,-30.4167,152.8667,1/3/1985,1/2/1989,4,100,  N
59001,BELLINGEN POST OFFICE                    ,-30.4519,152.8979,NA,1/10/2002,103.6,100,  N
61080,BELLTREES 1                              ,-31.9833,151.15,NA,1/12/1941,63,100,  N
61098,BELLTREES HOMESTEAD                      ,-32,151.1333,NA,1/11/1978,49.7,54,  N
59150,BELLWOOD (NAMBUCCA HEADS (NAMBUCCA RESOR ,-30.6764,152.9822,1/3/2008,1/3/2022,14.1,100,  N
52036,BELMONT (ST.ELMO)                        ,-29.3,149.3,1/7/1925,1/11/1947,22.4,100,  N
61367,BELMONT NORTH (WOMMARA AVE)              ,-33.0228,151.6728,1/4/1990,1/11/1997,1.7,22,  N
61299,BELMONT WWTP                             ,-33.0464,151.6711,1/1/1990,1/12/2018,28.1,97,  N
71038,BELOKA (ALPINE MEADOWS)                  ,-36.5608,148.7053,NA,1/7/2010,29.9,24,  N
63148,BELOWRA                                  ,-33.7167,150,1/9/1959,1/4/1964,4.3,91,  N
69037,BELOWRA STATION                          ,-36.201,149.7106,1/1/1938,1/12/2019,81.9,100,  N
66188,BELROSE (EVELYN PLACE)                   ,-33.7402,151.2173,1/7/1991,1/3/2022,30.8,100,  N
69133,BEMBOKA (THE KNOB)                       ,-36.6631,149.5139,1/4/2006,1/3/2022,14.4,90,  N
69003,BEMBOKA POST OFFICE                      ,-36.6277,149.5706,NA,1/2/2022,131.6,99,  N
56143,BEN LOMOND                               ,-30,151.6,NA,1/11/1934,36.5,71,  N
56245,BEN LOMOND (BEULAH)                      ,-29.9594,151.605,1/9/2013,1/3/2022,8.6,100,  N
56138,BEN LOMOND (EMILY PARK)                  ,-29.9833,151.65,1/1/1959,1/9/1970,11.6,99,  N
56139,BEN LOMOND (KOALA)                       ,-29.9465,151.6066,1/1/1959,1/12/2021,62.8,100,  N
56189,BEN LOMOND (MOUNT PLEASANT)              ,-30.0167,151.7,1/2/1966,1/1/1974,6.9,86,  N
56137,BEN LOMOND (SPRINGWOOD)                  ,-29.9333,151.5833,1/8/1958,1/5/1970,11.8,100,  N
69004,BENANDRA STATE FOREST                    ,-35.6,150.2,1/6/1936,1/6/1959,23.1,100,  N
49001,BENANEE                                  ,-34.5,143,1/7/1929,1/12/1953,24.5,100,  N
73001,BENANGAROO                               ,-34.85,148.4,1/1/1915,1/12/1951,36.9,100,  N
69025,BENDALONG JACARANDA AV                   ,-35.25,150.5333,1/1/1971,1/4/1989,3.2,17,  N
68229,BENDALONG STP                            ,-35.2439,150.5097,1/5/1939,1/3/2022,78.2,94,  N
55296,BENDEMEER (BANALASTA)                    ,-30.7669,151.2475,1/1/1974,1/6/2012,38.5,100,  N
55111,BENDEMEER (BIRALEE)                      ,-30.7167,151.2167,1/1/1956,1/12/1973,16.5,92,  N
55308,BENDEMEER (BONNA)                        ,-30.8829,151.1619,1/11/2012,1/3/2022,9.4,100,  N
55112,BENDEMEER (BRAEMAR)                      ,-30.8,151.1833,1/9/1958,1/2/1971,12.5,100,  N
55004,BENDEMEER (CAROLINE ST)                  ,-30.8833,151.1546,NA,1/5/2015,135.7,100,  N
55096,BENDEMEER (DANEHURST)                    ,-30.6767,151.18,1/10/1958,1/10/1989,29.9,96,  N
55126,BENDEMEER (GLEN MORANGIE)                ,-30.8667,151.2333,1/9/1958,1/2/1967,8.5,100,  N
55109,BENDEMEER (GLENCLAIR)                    ,-30.7992,151.1089,1/1/1958,1/6/2015,57.4,100,  N
55124,BENDEMEER (GLENDON)                      ,-30.85,151.05,1/9/1958,1/9/1971,13,99,  N
55110,BENDEMEER (LONGFORD)                     ,-30.7667,151.1167,1/1/1959,1/4/1973,13.3,93,  N
55113,BENDEMEER (SUNNYSIDE)                    ,-30.8,151.3,1/2/1956,1/12/1973,11.9,66,  N
55095,BENDEMEER (WEST RETREAT)                 ,-30.6333,151.1,1/1/1959,1/12/1972,13.2,94,  N
55115,BENDEMEER (YARRAGOOL)                    ,-30.75,151.15,1/1/1959,1/7/1972,13.3,97,  N
73002,BENDICK                                  ,-34.2,148.4,1/9/1929,1/9/1950,19.8,94,  N
70316,BENDORA DAM                              ,-35.4424,148.8296,1/1/1974,1/10/2018,39.9,89,  N
75005,BENEREMBAH                               ,-34.5,145.8,NA,1/12/1973,82.8,87,  N
58078,BENTLEY                                  ,-28.7777,153.1133,1/6/1964,1/2/2014,49.2,99,  N
58202,BENTLEY (BACK CREEK)                     ,-28.7406,153.075,1/12/2000,1/3/2022,21.2,99,  N
63013,BERAMBING                                ,-33.5366,150.4413,1/4/1943,1/2/2022,75.4,95,  N
46054,BERAWINIA DOWNS                          ,-29.1833,143.5333,1/1/1903,1/4/1919,16.3,100,  N
68110,BERKELEY (NORTHCLIFFE DRIVE)             ,-34.483,150.8555,1/11/1962,1/2/2022,59.3,100,  N
67106,BERKSHIRE PARK FIRST RD                  ,-33.6708,150.7972,1/7/1992,1/3/1995,2.8,100,  N
69005,BERMAGUI SOUTH (YOUNG STREET)            ,-36.4269,150.0787,1/11/1924,1/1/2016,88.8,97,  N
67052,BEROWRA (GOODWYN ROAD)                   ,-33.625,151.1491,1/4/1903,1/1/2017,70.3,62,  N
70096,BERREBANGALO                             ,-34.9,149.2,NA,1/10/1949,58.2,100,  N
71022,BERRIDALE (BOLTON STREET)                ,-36.3676,148.8274,1/1/1947,1/3/2022,74.3,99,  N
71043,BERRIDALE (EUCUMBENE TROUT FARM)         ,-36.2743,148.7182,1/5/1973,1/2/2012,38.7,99,  N
71028,BERRIDALE (RAVENS HEAD)                  ,-36.4167,148.8667,NA,1/12/1931,30.8,95,  N
71027,BERRIDALE (WOOLWAY)                      ,-36.4,148.8,1/1/1908,1/5/1937,29.4,100,  N
71001,BERRIDALE PUBLIC SCHOOL                  ,-36.4,148.8,1/11/1926,1/2/1947,11.8,58,  N
74255,BERRIGAN (NEW SHILOH)                    ,-35.5879,145.7669,1/5/1994,1/1/2013,18.1,96,  N
74009,BERRIGAN POST OFFICE                     ,-35.6576,145.8124,NA,1/1/2016,141.1,100,  N
68092,BERRIMA (HILLVIEW)                       ,-34.4833,150.3667,1/7/1959,1/10/1967,8.3,99,  N
68186,BERRIMA WEST (MEDWAY (WOMBAT CREEK))     ,-34.4839,150.2867,1/5/1970,1/3/2022,51.3,99,  N
68091,BERRIMA WEST POST OFFICE                 ,-34.4833,150.2667,1/8/1959,1/12/1969,10.2,98,  N
74227,BERRY JERRY (GNADBRO)                    ,-35.0167,147.0333,NA,1/7/1911,29.5,100,  N
68003,BERRY MASONIC VILLAGE                    ,-34.781,150.6917,NA,1/4/2019,132.2,99,  N
73003,BERTHONG                                 ,-34.5,148.1,NA,1/12/1952,66.5,99,  N
73033,BETHUNGRA (RETREAT)                      ,-34.6437,147.7043,NA,1/11/2004,107.3,99,  N
73103,BETHUNGRA PARK                           ,-34.8,147.9,NA,1/5/1917,30.7,94,  N
69006,BETTOWYND (BELLARINGAH)                  ,-35.6972,149.7914,NA,1/3/2022,122.3,97,  N
69035,BETTOWYND (NOBBYS HILL)                  ,-35.7564,149.815,1/8/2001,1/3/2022,20.4,99,  N
56004,BEULAH                                   ,-30,151.7,NA,1/12/1953,56.4,100,  N
70218,BEVANDALE (WYANGALA)                     ,-34.5,149,1/1/1971,1/6/1975,4.1,91,  N
70205,BEVENDALE                                ,-34.55,149.0833,NA,1/12/1921,26.8,93,  N
70114,BEVENDALE (KAFFNA)                       ,-34.55,149.0833,1/3/1961,1/1/1994,7.9,24,  N
70295,BEVENDALE (RIVERVIEW)                    ,-34.5327,149.1208,1/3/1978,1/2/2022,44,100,  N
66004,BEXLEY BOWLING CLUB                      ,-33.943,151.1098,1/3/1931,1/6/2008,73.9,96,  N
70111,BIALA (ALVISON)                          ,-34.5612,149.2497,1/1/1938,1/12/2021,84,100,  N
64001,BIAMBLE                                  ,-31.75,149.2,NA,1/12/1948,62.2,97,  N
70291,BIBBENLUKE (BLACK LAKE)                  ,-36.85,149.3,1/6/1963,1/11/1974,11.5,100,  N
64003,BIDDEN SCHOOL                            ,-31.6,148.8,1/8/1927,1/1/1960,28.4,87,  N
64002,BIDDEN STATE FOREST                      ,-31.6,148.8,1/8/1936,1/4/1963,25.5,95,  N
70119,BIG HILL (GLEN DUSK)                     ,-34.5679,149.997,1/2/1944,1/3/2022,74.5,95,  N
72006,BIG SPRINGS                              ,-35.3,147.4,NA,1/1/1953,65.1,100,  N
63201,BIGGA (BIGGA ST)                         ,-34.0838,149.1504,NA,1/3/2022,29.3,23,  N
63211,BIGGA (GREENMANTLE)                      ,-33.9301,149.0966,1/2/1961,1/12/2007,46.4,99,  N
63094,BIGGA (WOOLBROOK)                        ,-33.9964,149.1235,NA,1/12/2018,128.3,100,  N
63116,BIGGA (WYOMING)                          ,-34.0861,149.1391,1/1/1938,1/6/2010,72.5,100,  N
58142,BILAMBIL                                 ,-28.2333,153.4667,NA,1/6/1914,24.8,95,  N
74145,BILLAAH                                  ,-34.5833,146.8167,NA,1/12/1926,10.1,32,  N
57002,BILLABONG                                ,-30.2,151.9,1/4/1941,1/2/1991,24.8,50,  N
72007,BILLAPALOOLA STATE FOREST                ,-35.2667,148.3833,1/5/1938,1/10/1969,31.4,100,  N
51106,BILLEROY                                 ,-30.6833,148.4333,1/6/1907,1/9/1916,9.3,100,  N
58083,BILLINUDGEL                              ,-28.5042,153.5267,1/5/1903,1/4/1934,29.1,94,  N
63118,BILPIN (FERN GROVE)                      ,-33.5157,150.4892,NA,1/2/2022,129.3,100,  N
63182,BILPIN (MOUNTAIN LAGOON)                 ,-33.45,150.6333,1/11/1962,1/9/1973,10.9,100,  N
63290,BILPIN POST OFFICE                       ,-33.4983,150.5215,1/5/1988,1/3/2022,33.9,100,  N
73061,BIMBI                                    ,-34.0667,147.9167,1/4/1901,1/12/1936,31.5,88,  N
73005,BINALONG POST OFFICE                     ,-34.6704,148.6338,NA,1/12/2015,111.2,94,  N
63007,BINDA POST OFFICE                        ,-34.3238,149.3632,1/3/1905,1/10/2014,82.1,75,  N
47006,BINDARA (NETLEY)                         ,-32.75,142.3,NA,1/3/1956,78.1,98,  N
54106,BINGARA (CROMARTY)                       ,-30.0617,150.7589,1/1/1936,1/6/2009,56,76,  N
54014,BINGARA (DERRA DERRA)                    ,-29.9198,150.3744,NA,1/12/2006,103.4,96,  N
54123,BINGARA (DERRALEA)                       ,-29.82,150.3876,1/1/1967,1/12/2005,34.9,89,  N
54081,BINGARA (GLENROY)                        ,-29.7027,150.4096,1/1/1962,1/12/2021,39.3,66,  N
54039,BINGARA (KEERA)                          ,-29.9943,150.7812,NA,1/2/2022,135.2,98,  N
54019,BINGARA (LUCUNDA)                        ,-29.9167,150.4167,1/1/1930,1/2/1974,44,100,  N
54090,BINGARA (PALLAL)                         ,-29.9198,150.3744,1/1/1900,1/3/2019,118.3,99,  N
54111,BINGARA (WINSTON)                        ,-29.865,150.5767,1/1/1965,1/10/1972,3.2,40,  N
54004,BINGARA POST OFFICE                      ,-29.8673,150.5715,NA,1/3/2022,140.8,98,  N
53037,BINIGUY (SPRINGFIELD)                    ,-29.6,150.1,1/1/1914,1/5/1953,39.4,100,  N
64013,BINNAWAY (HAWTHORNE)                     ,-31.6417,149.427,NA,1/12/2020,133.8,99,  N
64004,BINNAWAY (WATTLE ST)                     ,-31.5553,149.3829,1/5/1901,1/3/2019,114.7,97,  N
64037,BINNIA DOWNS                             ,-31.6667,149.75,NA,1/12/1915,34.8,99,  N
74073,BINYA (MERRIBEE)                         ,-34.3,146.35,NA,1/4/1977,96.3,100,  N
75058,BINYA (ROCKLEIGH)                        ,-34.15,146.3,1/1/1915,1/10/1951,36.8,100,  N
75006,BINYA POST OFFICE                        ,-34.2289,146.3444,NA,1/12/2021,134.5,92,  N
66178,BIRCHGROVE SCHOOL                        ,-33.85,151.1833,1/5/1904,1/6/1910,5.9,96,  N
60090,BIRDWOOD                                 ,-31.3422,152.341,1/1/1969,1/2/2022,53,100,  N
60051,BIRDWOOD (ELBEE GLEN)                    ,-31.2833,152.3,1/8/1961,1/2/1973,9.9,86,  N
55150,BITHRAMERE (FAIRVIEW)                    ,-31.1,150.8167,1/8/1958,1/12/1969,11.1,97,  N
55232,BIWONDAH                                 ,-30.8833,150.1167,NA,1/10/1916,27.3,97,  N
55005,BLACK CREEK                              ,-31.65,150.2,1/1/1915,1/8/1956,41.7,100,  N
47059,BLACK GATE                               ,-32.1333,142.7167,NA,1/1/1977,32.7,41,  N
56218,BLACK MOUNTAIN (ST.ELMO)                 ,-30.35,151.3833,1/5/1973,1/8/1976,3,90,  N
69144,BLACK RANGE (GRANDVIEW LANE)             ,-36.7263,149.8426,1/12/2014,1/3/2022,7.3,100,  N
63188,BLACK SPRINGS                            ,-33.85,149.75,NA,1/12/1937,48.5,100,  N
63080,BLACK SPRINGS (SWATCHFIELD)              ,-33.8905,149.7103,1/3/1937,1/1/2009,71.6,99,  N
63087,BLACK SPRINGS FORESTRY                   ,-33.8462,149.7396,1/12/1939,1/11/2012,71.1,97,  N
56203,BLACK SWAMP (ATHLYNE)                    ,-29.0455,152.1343,1/1/1968,1/12/2012,41.3,92,  N
56202,BLACK SWAMP (MAXWELL)                    ,-28.9776,152.1552,1/1/1978,1/3/2022,44.3,100,  N
68246,BLACKBUTT (TAMMAR PLACE)                 ,-34.5707,150.8383,1/1/2002,1/3/2022,20.3,100,  N
63171,BLACKHEATH (CLIFFVIEW)                   ,-33.6667,150.2667,1/3/1962,1/5/1967,5.2,98,  N
63009,BLACKHEATH (EVANS LOOKOUT RD)            ,-33.6501,150.2931,NA,1/12/2017,120,100,  N
63295,BLACKHEATH (WOMBAT STREET)               ,-33.6297,150.2803,1/7/1996,1/3/2022,22,85,  N
63202,BLACKHEATH 1                             ,-33.6167,150.3,NA,1/8/1906,11.3,98,  N
63281,BLACKHEATH M.C.A.                        ,-33.6333,150.2833,1/9/1981,1/10/1983,2.2,100,  N
60167,BLACKMANS POINT (THE HATCH)              ,-31.3659,152.837,1/4/2012,1/6/2020,7.3,88,  N
67059,BLACKTOWN                                ,-33.7694,150.8856,1/11/1963,1/9/1993,29.9,100,  N
55081,BLACKVILLE (GLASSTON)                    ,-31.8,150.4167,1/2/1904,1/2/1968,30,47,  N
55297,BLACKVILLE (JUNBARLEE)                   ,-31.6982,150.2471,1/1/1957,1/11/2014,45,78,  N
55237,BLACKVILLE (KOUMALA)                     ,-31.6683,150.325,1/3/1965,1/12/1995,30.8,100,  N
61002,BLACKVILLE (KRUI VALE)                   ,-31.8469,150.341,NA,1/11/2021,136.9,100,  N
55061,BLACKVILLE (WELTON DALE)                 ,-31.75,150.25,NA,1/5/1976,84.3,92,  N
55300,BLACKVILLE (WIMBOYNE)                    ,-31.5833,151.1833,1/3/1975,1/1/1978,0.4,14,  N
55203,BLACKVILLE 2                             ,-31.6,150.2,NA,1/1/1912,18.8,100,  N
55006,BLACKVILLE POST OFFICE                   ,-31.6405,150.2356,NA,1/2/2022,134,94,  N
61099,BLAIR MORE 2                             ,-32.2,150.8667,1/1/1900,1/11/1924,24.9,100,  N
75094,BLAIRGOWRIE                              ,-34.6,146,NA,1/9/1926,29.2,86,  N
55226,BLAIRMORE 1                              ,-30.7833,149.8833,NA,1/11/1914,21.7,88,  N
73062,BLAND                                    ,-33.9667,147.8,1/8/1901,1/7/1918,16.7,98,  N
61372,BLANDFORD (PAGES RIVER)                  ,-31.8017,150.925,1/6/2001,1/3/2022,20.6,99,  N
63184,BLAXLAND RIDGE                           ,-33.5,150.75,1/11/1962,1/9/1979,16.9,100,  N
63230,BLAXLAND WESTERN HIGHWAY                 ,-33.75,150.6,1/5/1968,1/9/1980,12.4,100,  N
63279,BLAYNEY (ATHOL)                          ,-33.5333,149.2667,NA,1/3/1901,14.3,88,  N
63294,BLAYNEY (ORANGE ROAD)                    ,-33.5284,149.2454,1/4/1990,1/9/2020,28.8,94,  N
63086,BLAYNEY (VITTORIA)                       ,-33.45,149.3333,1/1/1902,1/6/1977,70.5,93,  N
63010,BLAYNEY POST OFFICE                      ,-33.535,149.26,NA,1/7/1992,107.2,100,  N
50097,BLOW CLEAR                               ,-33.7167,147.1667,NA,1/12/1920,30.3,98,  N
72056,BLOWERING DAM                            ,-35.3946,148.2469,1/3/1955,1/2/2022,66.1,99,  N
49100,BLUE HILL                                ,-33.6833,144.0667,1/7/1911,1/6/1922,10.7,97,  N
58204,BOAT HARBOUR (ROUS RIVER)                ,-28.3217,153.3467,1/12/2000,1/3/2022,21.3,100,  N
50053,BOBADAH (AVOCA)                          ,-32.2833,146.7,NA,1/7/1948,47.7,95,  N
50111,BOBADAH (KALABRA)                        ,-32.4333,146.6,1/9/1968,1/6/1977,8.8,100,  N
50128,BOBADAH (MELROSE)                        ,-32.65,146.9333,NA,1/12/1908,37,100,  N
50029,BOBADAH (MURRUMBONG)                     ,-32.3,146.5833,1/10/1936,1/11/1949,13.2,100,  N
50132,BOBADAH (PANJIE PARK)                    ,-32.0333,146.85,NA,###############################################################################################################################################################################################################################################################,18,100,  N
50125,BOBADAH (PRETTY VIEW)                    ,-32.3108,146.6723,1/1/1956,1/11/2021,45.5,69,  N
50072,BOBADAH (THE GLEN)                       ,-32.3667,146.7833,NA,1/10/1936,45.2,97,  N
60046,BOBIN (BOBIN CREEK)                      ,-31.6877,152.2688,1/8/1961,1/2/2022,54.9,91,  N
70004,BOBUNDARA                                ,-36.5,148.9,NA,1/1/1953,66.9,95,  N
69103,BODALLA (TYRONE)                         ,-36.1333,149.9833,1/5/1970,1/5/1974,2.6,63,  N
69036,BODALLA POST OFFICE                      ,-36.0876,150.051,NA,1/2/2022,139.9,96,  N
69007,BODALLA STATE FOREST                     ,-36.15,150.1,1/7/1936,1/10/1961,25.3,100,  N
65003,BODANGORA POST OFFICE                    ,-32.45,149,NA,1/9/1968,66.1,96,  N
50004,BOGAN GATE POST OFFICE                   ,-33.1074,147.8008,NA,1/7/2017,111.6,90,  N
53078,BOGGABILLA (BOONAL)                      ,-28.7167,150.5667,NA,1/9/1972,53.5,72,  N
53084,BOGGABILLA (SABER DOWNS)                 ,-28.8167,150.2667,1/12/1966,1/3/1974,7.3,100,  N
53079,BOGGABILLA (TRINKEY)                     ,-28.6167,150.05,1/1/1966,1/4/1973,7.3,100,  N
53004,BOGGABILLA POST OFFICE                   ,-28.6024,150.3604,NA,1/5/2010,117.2,100,  N
55268,BOGGABRI (BE-BARA)                       ,-30.8325,149.7745,1/9/1966,1/12/2021,53.8,97,  N
55269,BOGGABRI (CALOOLA)                       ,-30.6667,149.8833,1/9/1966,1/1/1979,12.4,100,  N
55020,BOGGABRI (GHOOLENDAADI)                  ,-30.8333,149.9167,NA,1/4/1975,103.5,97,  N
55076,BOGGABRI (KANOWNDA)                      ,-30.5121,150.2119,NA,1/12/2021,121.3,99,  N
55033,BOGGABRI (MAYFIELD)                      ,-30.6167,150.25,1/10/1934,1/2/1986,49.3,96,  N
55265,BOGGABRI (MERRIENDI)                     ,-30.54,150.0233,1/12/1966,1/7/1997,27.8,90,  N
55034,BOGGABRI (MILCHENGOWRIE)                 ,-30.7451,150.0548,NA,1/12/2012,117.7,94,  N
55273,BOGGABRI (NEOTSFIELD)                    ,-30.8202,149.8366,1/5/1968,1/12/2019,50.7,98,  N
55044,BOGGABRI (RETREAT)                       ,-30.7044,150.2767,NA,1/3/2022,123.1,100,  N
54030,BOGGABRI (WILLEROI)                      ,-30.4333,150.3167,1/2/1942,1/6/1966,17.8,73,  N
55264,BOGGABRI (WILLOWDALE)                    ,-31.5103,150.19,1/12/1966,1/12/1984,18,99,  N
55204,BOGGABRI 2                               ,-30.7,150,1/7/1912,1/12/1936,21.8,89,  N
55007,BOGGABRI POST OFFICE                     ,-30.7056,150.0458,NA,1/2/2022,137.3,100,  N
65044,BOGO BOGOLOG                             ,-33.9,148.3,NA,1/11/1920,34.8,100,  N
50005,BOLAGAMY                                 ,-33.8,146.9667,NA,1/12/1971,86.2,99,  N
56049,BOLIVIA (ESPERANZA STATION)              ,-29.25,151.8333,1/1/1953,1/8/1974,21.7,100,  N
56048,BOLIVIA POST OFFICE                      ,-29.3,151.95,1/7/1954,1/3/1973,16.8,90,  N
61133,BOLTON POINT (THE RIDGE WAY)             ,-32.9906,151.6099,1/4/1962,1/4/2021,43.1,73,  N
58064,BOM BOM STATE FOREST                     ,-29.45,152.5833,1/3/1954,1/4/1960,5.8,94,  N
68136,BOMADERRY                                ,-34.85,150.6167,1/3/1903,1/6/1938,35.3,100,  N
48008,BOMALLI                                  ,-29.4333,147.55,1/7/1913,1/6/1969,54.1,97,  N
70154,BOMBALA (BANOOL)                         ,-36.7333,149.1167,1/5/1962,1/2/1976,13.8,99,  N
70013,BOMBALA (CAMBALONG)                      ,-36.8878,149.1107,1/1/1920,1/5/2017,92.2,95,  N
69108,BOMBALA (MOUNTAIN TOP)                   ,-37.0688,149.2957,1/1/2002,1/12/2014,12.9,99,  N
